EXP044698	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS055974; READS055975; READS055976; READS055977	ALIGNS049780	PEAKS044685	GSE105576	ENCSR356ECR	EXP044671	430	HepG2 (hepatoblastoma)	READS055908; READS055909	ALIGNS049753	GSE106027	ENCSR867VPL
EXP039998	BHE40_HUMAN	Homo sapiens	10	HEK293T (embryonic kidney)	READS047169; READS047170; READS047171; READS047172	ALIGNS045076	PEAKS041859	GSE92060	ENCSR789GVU	EXP039161	10	HEK293T (embryonic kidney)	READS044630; READS044631; READS044632; READS044633	ALIGNS044239	GSE91623	ENCSR272LXW
EXP040120	FOXM1_HUMAN	Homo sapiens	10	HEK293T (embryonic kidney)	READS047553; READS047554; READS047555; READS047556	ALIGNS045198	PEAKS041981	None	ENCSR831EIW	EXP039161	10	HEK293T (embryonic kidney)	READS044630; READS044631; READS044632; READS044633	ALIGNS044239	GSE91623	ENCSR272LXW
EXP044752	LMBL2_HUMAN	Homo sapiens	10	HEK293T (embryonic kidney)	READS056112; READS056113; READS056114; READS056115	ALIGNS049834	PEAKS044739	GSE92109	ENCSR862PNL	EXP039161	10	HEK293T (embryonic kidney)	READS044630; READS044631; READS044632; READS044633	ALIGNS044239	GSE91623	ENCSR272LXW
EXP044857	NFRKB_HUMAN	Homo sapiens	10	HEK293T (embryonic kidney)	READS056419; READS056420; READS056421; READS056422	ALIGNS049939	PEAKS044844	GSE92223	ENCSR997GPO	EXP039161	10	HEK293T (embryonic kidney)	READS044630; READS044631; READS044632; READS044633	ALIGNS044239	GSE91623	ENCSR272LXW
EXP044973	SUZ12_HUMAN	Homo sapiens	10	HEK293T (embryonic kidney)	READS056736; READS056737; READS056738; READS056739	ALIGNS050055	PEAKS044960	GSE91468	ENCSR090ZDO	EXP039161	10	HEK293T (embryonic kidney)	READS044630; READS044631; READS044632; READS044633	ALIGNS044239	GSE91623	ENCSR272LXW
EXP045082	HDGF_HUMAN	Homo sapiens	10	HEK293T (embryonic kidney)	READS057018; READS057019; READS057020; READS057021	ALIGNS050164	PEAKS045069	GSE105636	ENCSR522LDJ	EXP039161	10	HEK293T (embryonic kidney)	READS044630; READS044631; READS044632; READS044633	ALIGNS044239	GSE91623	ENCSR272LXW
EXP039652	ZN589_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS046052; READS046053; READS046054; READS046055	ALIGNS044730	PEAKS041513	None	ENCSR603XLW	EXP039160	514	K562 (myelogenous leukemia)	READS044629	ALIGNS044238	None	ENCSR606XES
EXP040164	GATA4_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047696; READS047697	ALIGNS045242	PEAKS042025	GSE96255	ENCSR590CNM	EXP039159	430	HepG2 (hepatoblastoma)	READS044628	ALIGNS044237	GSE96189	ENCSR476TKW
EXP045084	ZMYM3_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS057026; READS057027	ALIGNS050166	PEAKS045071	GSE96417	ENCSR848YWD	EXP039159	430	HepG2 (hepatoblastoma)	READS044628	ALIGNS044237	GSE96189	ENCSR476TKW
EXP045184	CBX1_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS057331	ALIGNS050266	PEAKS045171	GSE96394	ENCSR819WZE	EXP039159	430	HepG2 (hepatoblastoma)	READS044628	ALIGNS044237	GSE96189	ENCSR476TKW
EXP039924	ZNF24_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS046927; READS046928; READS046929; READS046930	ALIGNS045002	PEAKS041785	GSE91503	ENCSR117WTM	EXP039158	514	K562 (myelogenous leukemia)	READS044626; READS044627	ALIGNS044236	GSE91667	ENCSR329YMD
EXP039836	GCR_HUMAN	Homo sapiens	38	A549 (lung carcinoma)	READS046646; READS046647; READS046648	ALIGNS044914	PEAKS041697	GSE91228	ENCSR255CTA	EXP039157	38	A549 (lung carcinoma)	READS044623; READS044624; READS044625	ALIGNS044235	GSE91240	ENCSR310TYO
EXP040046	TEAD2_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS047322; READS047323; READS047324; READS047325	ALIGNS045124	PEAKS041907	GSE91936	ENCSR635GTR	EXP039156	514	K562 (myelogenous leukemia)	READS044621; READS044622	ALIGNS044234	GSE91608	ENCSR256DQC
EXP039602	None	Homo sapiens	514	K562 (myelogenous leukemia)	READS045900; READS045901	ALIGNS044680	PEAKS041463	None	ENCSR847LBF	EXP039155	514	K562 (myelogenous leukemia)	READS044620	ALIGNS044233	None	ENCSR765SXU
EXP039456	CTCF_HUMAN	Homo sapiens	1140	subcutaneous adipose tissue	READS045430; READS045431; READS045432; READS045433	ALIGNS044534	PEAKS041317	None	ENCSR790VEV	EXP039154	1140	subcutaneous adipose tissue	READS044618; READS044619	ALIGNS044232	None	ENCSR496OMO
EXP039648	ELK1_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS046039; READS046040; READS046041; READS046042	ALIGNS044726	PEAKS041509	None	ENCSR338QAC	EXP039153	514	K562 (myelogenous leukemia)	READS044616; READS044617	ALIGNS044231	None	ENCSR018OYI
EXP040049	None	Homo sapiens	514	K562 (myelogenous leukemia)	READS047332; READS047333; READS047334; READS047335	ALIGNS045127	PEAKS041910	None	ENCSR845BCL	EXP039152	514	K562 (myelogenous leukemia)	READS044614; READS044615	ALIGNS044230	None	ENCSR121MVZ
EXP039505	ZBT11_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS045599; READS045600	ALIGNS044583	PEAKS041366	GSE95952	ENCSR155VDK	EXP039151	113	MCF7 (Invasive ductal breast carcinoma)	READS044612; READS044613	ALIGNS044229	GSE96265	ENCSR610GTD
EXP040187	None	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS047765; READS047766	ALIGNS045265	PEAKS042048	GSE96441	ENCSR876UYH	EXP039151	113	MCF7 (Invasive ductal breast carcinoma)	READS044612; READS044613	ALIGNS044229	GSE96265	ENCSR610GTD
EXP045171	None	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS057292; READS057293	ALIGNS050253	PEAKS045158	GSE96480	ENCSR940MHE	EXP039151	113	MCF7 (Invasive ductal breast carcinoma)	READS044612; READS044613	ALIGNS044229	GSE96265	ENCSR610GTD
EXP039630	ZNF83_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS045987; READS045988; READS045989	ALIGNS044708	PEAKS041491	None	ENCSR257XVY	EXP039150	514	K562 (myelogenous leukemia)	READS044611	ALIGNS044228	None	ENCSR414HEF
EXP039437	PBX2_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS045366; READS045367; READS045368; READS045369	ALIGNS044515	PEAKS041298	GSE91614	ENCSR263DFP	EXP039149	514	K562 (myelogenous leukemia)	READS044609; READS044610	ALIGNS044227	GSE91924	ENCSR623SDL
EXP039568	Z354B_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS045799; READS045800; READS045801; READS045802	ALIGNS044646	PEAKS041429	None	ENCSR674SCQ	EXP039148	514	K562 (myelogenous leukemia)	READS044607; READS044608	ALIGNS044226	None	ENCSR500VBE
EXP039705	CTCF_HUMAN	Homo sapiens	712	PANC1 (pancreatic ductal adenocarcinoma)	READS046221; READS046222; READS046223; READS046224	ALIGNS044783	PEAKS041566	None	ENCSR203QEB	EXP039147	712	PANC1 (pancreatic ductal adenocarcinoma)	READS044595; READS044596; READS044597; READS044598; READS044599; READS044600; READS044601; READS044602; READS044603; READS044604; READS044605; READS044606	ALIGNS044225	None	ENCSR141ITZ
EXP039884	ATF4_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046795; READS046796	ALIGNS044962	PEAKS041745	GSE96304	ENCSR669LCD	EXP039146	430	HepG2 (hepatoblastoma)	READS044594	ALIGNS044224	GSE96279	ENCSR633UAP
EXP039319	None	Homo sapiens	514	K562 (myelogenous leukemia)	READS045008; READS045009; READS045010; READS045011	ALIGNS044397	PEAKS041180	None	ENCSR011PEI	EXP039145	514	K562 (myelogenous leukemia)	READS044593	ALIGNS044223	None	ENCSR672RME
EXP040032	ELF1_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS047276; READS047277; READS047278; READS047279	ALIGNS045110	PEAKS041893	None	ENCSR975SSR	EXP039144	514	K562 (myelogenous leukemia)	READS044591; READS044592	ALIGNS044222	None	ENCSR675JUK
EXP039538	ELF1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS045700; READS045701; READS045702; READS045703	ALIGNS044616	PEAKS041399	None	ENCSR475SOC	EXP039143	113	MCF7 (Invasive ductal breast carcinoma)	READS044589; READS044590	ALIGNS044221	None	ENCSR158PLQ
EXP039620	CTCF_HUMAN	Homo sapiens	1148	esophagus squamous epithelium	READS045953; READS045954	ALIGNS044698	PEAKS041481	None	ENCSR756URL	EXP039142	1148	esophagus squamous epithelium	READS044585; READS044586; READS044587; READS044588	ALIGNS044220	GSE96289	ENCSR652EPR
EXP039572	CTCF_HUMAN	Homo sapiens	1157	stomach	READS045811; READS045812	ALIGNS044650	PEAKS041433	None	ENCSR776AEL	EXP039141	1157	stomach	READS044583; READS044584	ALIGNS044219	None	ENCSR488BXS
EXP039315	THB_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS044994; READS044995	ALIGNS044393	PEAKS041176	GSE96167	ENCSR430JGJ	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039336	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045062; READS045063	ALIGNS044414	PEAKS041197	GSE95905	ENCSR072GJV	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039359	RFX3_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045125; READS045126	ALIGNS044437	PEAKS041220	GSE96278	ENCSR633OVO	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039362	HOMEZ_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045133; READS045134	ALIGNS044440	PEAKS041223	GSE95930	ENCSR117CHD	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039365	RXRB_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045141; READS045142	ALIGNS044443	PEAKS041226	GSE96235	ENCSR560SEP	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039395	RCOR2_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045237; READS045238	ALIGNS044473	PEAKS041256	GSE96179	ENCSR455DOO	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039404	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045255; READS045256	ALIGNS044482	PEAKS041265	GSE96249	ENCSR578CXC	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039410	ZNF7_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045275; READS045276	ALIGNS044488	PEAKS041271	GSE96229	ENCSR553QMC	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039426	SOX5_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045329; READS045330	ALIGNS044504	PEAKS041287	GSE96493	ENCSR961WLZ	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039427	CEBPG_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045331; READS045332	ALIGNS044505	PEAKS041288	GSE96281	ENCSR639IIZ	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039449	THA11_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045408; READS045409	ALIGNS044527	PEAKS041310	GSE96238	ENCSR562POI	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039479	RARA_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045504; READS045505	ALIGNS044557	PEAKS041340	GSE96197	ENCSR500WXT	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039510	P66A_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045613; READS045614	ALIGNS044588	PEAKS041371	GSE96473	ENCSR925BFV	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039516	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045633; READS045634	ALIGNS044594	PEAKS041377	GSE95964	ENCSR173CTF	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039571	GATD1_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045809; READS045810	ALIGNS044649	PEAKS041432	GSE95925	ENCSR108TYQ	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039578	KLF9_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045829; READS045830	ALIGNS044656	PEAKS041439	GSE96478	ENCSR938ETG	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039587	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045856; READS045857	ALIGNS044665	PEAKS041448	GSE96510	ENCSR988ZSI	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039592	MIER3_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045869; READS045870	ALIGNS044670	PEAKS041453	GSE96223	ENCSR531VIJ	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039603	MIER2_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045902; READS045903	ALIGNS044681	PEAKS041464	GSE95929	ENCSR115PIK	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039615	PPARG_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS045939; READS045940	ALIGNS044693	PEAKS041476	GSE95940	ENCSR130VQL	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039684	TEAD1_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046158; READS046159	ALIGNS044762	PEAKS041545	GSE96195	ENCSR497JLX	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039731	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046309; READS046310	ALIGNS044809	PEAKS041592	GSE96496	ENCSR966PJY	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039741	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046341; READS046342	ALIGNS044819	PEAKS041602	GSE95971	ENCSR184SVO	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039787	KLF6_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046488; READS046489	ALIGNS044865	PEAKS041648	GSE96355	ENCSR757EKM	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039812	NR2F6_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046571; READS046572	ALIGNS044890	PEAKS041673	GSE96383	ENCSR798IJO	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039814	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046575; READS046576	ALIGNS044892	PEAKS041675	GSE96348	ENCSR745VSQ	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039820	ZFP1_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046597; READS046598	ALIGNS044898	PEAKS041681	GSE96252	ENCSR586DEH	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039823	MAD4_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046607; READS046608	ALIGNS044901	PEAKS041684	GSE96171	ENCSR441KFW	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039826	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046615; READS046616	ALIGNS044904	PEAKS041687	GSE95904	ENCSR071YVR	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039855	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046713; READS046714	ALIGNS044933	PEAKS041716	GSE96200	ENCSR502GAX	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039860	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046725; READS046726	ALIGNS044938	PEAKS041721	GSE95936	ENCSR125DAD	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039878	ZSC9_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046777; READS046778	ALIGNS044956	PEAKS041739	GSE96329	ENCSR712FAM	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039883	NFIA_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046793; READS046794	ALIGNS044961	PEAKS041744	GSE95990	ENCSR226QQM	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039891	FOXA3_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046816; READS046817	ALIGNS044969	PEAKS041752	GSE95915	ENCSR092OVN	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039896	ZGPAT_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046833; READS046834	ALIGNS044974	PEAKS041757	GSE96325	ENCSR704IGU	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039903	NFYC_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046851; READS046852	ALIGNS044981	PEAKS041764	GSE96244	ENCSR569ARC	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039908	ARI4B_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046865; READS046866	ALIGNS044986	PEAKS041769	GSE96509	ENCSR988LZG	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039919	COT1_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046909; READS046910	ALIGNS044997	PEAKS041780	GSE96301	ENCSR662EOU	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039932	BCL6_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS046954; READS046955	ALIGNS045010	PEAKS041793	GSE96359	ENCSR759BDG	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039958	KLF11_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047044; READS047045	ALIGNS045036	PEAKS041819	GSE96267	ENCSR616OSG	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039966	ZKSC8_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047070; READS047071	ALIGNS045044	PEAKS041827	GSE96391	ENCSR808FFI	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039974	ZNF48_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047090; READS047091	ALIGNS045052	PEAKS041835	GSE96161	ENCSR415AEB	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP039985	SMAD4_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047127; READS047128	ALIGNS045063	PEAKS041846	GSE96401	ENCSR826YMT	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040016	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047230; READS047231	ALIGNS045094	PEAKS041877	GSE96487	ENCSR954KIC	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040043	TFE3_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047314; READS047315	ALIGNS045121	PEAKS041904	GSE96254	ENCSR589SNT	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040048	TEAD3_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047330; READS047331	ALIGNS045126	PEAKS041909	GSE96302	ENCSR666QNP	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040081	MAD3_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047431; READS047432	ALIGNS045159	PEAKS041942	GSE96466	ENCSR909GJR	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040100	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047490; READS047491	ALIGNS045178	PEAKS041961	GSE96334	ENCSR715UCI	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040112	SP5_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047532; READS047533	ALIGNS045190	PEAKS041973	GSE95888	ENCSR019NPF	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040114	ZN792_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047536; READS047537	ALIGNS045192	PEAKS041975	GSE96151	ENCSR396SOH	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040119	ZNF3_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047551; READS047552	ALIGNS045197	PEAKS041980	None	ENCSR182QWU	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040121	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047557; READS047558	ALIGNS045199	PEAKS041982	GSE96474	ENCSR925QAW	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040126	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047573; READS047574	ALIGNS045204	PEAKS041987	GSE96192	ENCSR487CPI	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040149	KLF16_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047651; READS047652	ALIGNS045227	PEAKS042010	GSE95881	ENCSR009KLQ	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040153	ZN511_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047665; READS047666	ALIGNS045231	PEAKS042014	GSE96140	ENCSR372JXR	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040160	ELF3_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047682; READS047683	ALIGNS045238	PEAKS042021	GSE96368	ENCSR770AOR	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040166	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047700; READS047701	ALIGNS045244	PEAKS042027	GSE96305	ENCSR670YPQ	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040167	NFIL3_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047702; READS047703	ALIGNS045245	PEAKS042028	GSE95980	ENCSR201GGK	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040174	RFXK_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047722; READS047723	ALIGNS045252	PEAKS042035	GSE96397	ENCSR823ADL	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040183	CEBPA_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS047753; READS047754	ALIGNS045261	PEAKS042044	GSE95945	ENCSR142IGM	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP040249	ZBED5_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS048019; READS048020	ALIGNS045327	PEAKS042083	None	ENCSR656SIB	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP044751	PAF1_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS056110; READS056111	ALIGNS049833	PEAKS044738	GSE96116	ENCSR327RFM	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
EXP044773	PHF5A_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS056163	ALIGNS049855	PEAKS044760	None	ENCSR191TLD	EXP039140	430	HepG2 (hepatoblastoma)	READS044582	ALIGNS044218	GSE95997	ENCSR239QGH
